,abbrev,full,freq,most_freq
5674,sessuol,['sessuologia'],{'sessuologia': 1.0},sessuologia
5675,sessuol.,['sessuologia'],{'sessuologia': 1.0},sessuologia
5676,settim,['settimana'],{'settimana': 1.0},settimana
5677,sev,"['severa', 'severe']","{'severa': 0.5, 'severe': 0.5}",severa
5678,sev.,['severa'],{'severa': 1.0},severa
5679,sex,"['sexual', 'sexual', 'sexuality', 'sexually', 'sexualite', 'sexuality', 'sexually', 'sexual', 'sexuality', 'sexuality', 'sexuality', 'sexuality', 'sexual', 'sexual', 'sexual', 'sexual', 'sexual', 'sexual', 'sexual', 'sexualidade', 'sexuality', 'sexually', 'sexually', 'sexually', 'sexuality', 'sexual']","{'sexual': 0.4230769230769231, 'sexuality': 0.3076923076923077, 'sexually': 0.19230769230769232, 'sexualite': 0.038461538461538464, 'sexualidade': 0.038461538461538464}",sexual
5680,sex.,"['sexual', 'sexual', 'sexual', 'sexuality', 'sexual', 'sexual', 'sexual', 'sexually', 'sexually', 'sexuality']","{'sexual': 0.6, 'sexuality': 0.2, 'sexually': 0.2}",sexual
5681,sexol,"['sexologie', 'sexology', 'sexologi']","{'sexologie': 0.3333333333333333, 'sexology': 0.3333333333333333, 'sexologi': 0.3333333333333333}",sexologie
5682,sexual,['sexuality'],{'sexuality': 1.0},sexuality
5683,sexualforsch,['sexualforschung'],{'sexualforschung': 1.0},sexualforschung
5684,sexualforsch.,['sexualforschung'],{'sexualforschung': 1.0},sexualforschung
5685,seylers,"['zeitschrift', 'zeitschrift']",{'zeitschrift': 1.0},zeitschrift
5686,sez,['sezione'],{'sezione': 1.0},sezione
5687,sez.,['sezione'],{'sezione': 1.0},sezione
5688,sfsr,['s.f.s.r.'],{'s.f.s.r.': 1.0},s.f.s.r.
5689,sgu-bull.,['sgu-bulletin'],{'sgu-bulletin': 1.0},sgu-bulletin
5690,shaping,['shape'],{'shape': 1.0},shape
5691,shendet,['shendetesia'],{'shendetesia': 1.0},shendetesia
5692,ship.,['ship'],{'ship': 1.0},ship
5693,shkoly,['shkoly.'],{'shkoly.': 1.0},shkoly.
5694,shma,"[""sh'ma""]","{""sh'ma"": 1.0}",sh'ma
5695,shock,['shock.'],{'shock.': 1.0},shock.
5696,short,['[short-term'],{'[short-term': 1.0},[short-term
5697,sib.,"['sibirskii', 'siberian', 'sibirskii', 'sibirskii', 'sibirskogo']","{'sibirskii': 0.6, 'siberian': 0.2, 'sibirskogo': 0.2}",sibirskii
5698,sibirsk.,['rossiyskaya'],{'rossiyskaya': 1.0},rossiyskaya
5699,sicil,"['siciliana', 'siciliana', 'siciliana', 'sicilia']","{'siciliana': 0.75, 'sicilia': 0.25}",siciliana
5700,sicil.,"['siciliano', 'sicilia']","{'siciliano': 0.5, 'sicilia': 0.5}",siciliano
5701,sieroter,"['sieroterapico', 'sieroterapico']",{'sieroterapico': 1.0},sieroterapico
5702,sieroter.,['sieroterapico'],{'sieroterapico': 1.0},sieroterapico
5703,sifilogr,"['sifilografia', 'sifilografia', 'sifilografia', 'sifilografia']",{'sifilografia': 1.0},sifilografia
5704,sifilogr.,['sifilografia'],{'sifilografia': 1.0},sifilografia
5705,sig.,"['signal', 'signal']",{'signal': 1.0},signal
5706,sightsav,['sightsaving'],{'sightsaving': 1.0},sightsaving
5707,sightsav.,['sightsaving'],{'sightsaving': 1.0},sightsaving
5708,sigma,['sigma.'],{'sigma.': 1.0},sigma.
5709,sign.,['signal'],{'signal': 1.0},signal
5710,signal,"['signaling', 'signaling', 'signalling', 'signalling', 'signaling', 'signaling', 'signalling']","{'signaling': 0.5714285714285714, 'signalling': 0.42857142857142855}",signaling
5711,signal.,"['signalling', 'signalling', 'signalling', 'signal']","{'signalling': 0.75, 'signal': 0.25}",signalling
5712,sil.,['silesianae'],{'silesianae': 1.0},silesianae
5713,silic.,['silicates'],{'silicates': 1.0},silicates
5714,silikoseforsch,"['silikose-forschung', 'silikose-forschung', 'silikoseforschung']","{'silikose-forschung': 0.6666666666666666, 'silikoseforschung': 0.3333333333333333}",silikose-forschung
5715,silikoseforsch.,"['silikose-forschung', 'silikose-forschung.']","{'silikose-forschung': 0.5, 'silikose-forschung.': 0.5}",silikose-forschung
5716,silv.,['silvestria'],{'silvestria': 1.0},silvestria
5717,simul,"['simulation', 'simulation', 'simulation', 'simulation']",{'simulation': 1.0},simulation
5718,simul.,"['simulations', 'simulation', 'simulation', 'simulation', 'simulation', 'simulation', 'simulation', 'simulation', 'simulation', 'simulation', 'simulation', 'simulation', 'simulation', 'simulation', 'simulation', 'simulation', 'simulation', 'simulations', 'simulation', 'simulation.', 'simulation', 'simulation', 'simulation', 'simulation', 'simulation', 'simulations', 'simulation', 'simulation', 'simulation']","{'simulations': 0.10344827586206896, 'simulation': 0.8620689655172413, 'simulation.': 0.034482758620689655}",simulation
5719,sin,"['sinica', 'sinica', 'sinica', 'sinica']",{'sinica': 1.0},sinica
5720,sin.,"['sinica', 'sinica', 'sinica', 'sinica', 'sinica', 'sinica', 'sinica', 'sinica', 'sinica', 'sinica', 'sinica', 'sinica', 'sinica.', 'sinica', 'sinica', 'sinica', 'sinica', 'sinica']","{'sinica': 0.9444444444444444, 'sinica.': 0.05555555555555555}",sinica
5721,singap,"['singapore', 'singapore']",{'singapore': 1.0},singapore
5722,singap.,['singapore'],{'singapore': 1.0},singapore
5723,singul.,['singularities'],{'singularities': 1.0},singularities
5724,sinica,['sinica.'],{'sinica.': 1.0},sinica.
5725,sinicaxibei,['wu'],{'wu': 1.0},wu
5726,sir,['sri'],{'sri': 1.0},sri
5727,sist,"['sistema', 'sistemi']","{'sistema': 0.5, 'sistemi': 0.5}",sistema
5728,sist.,"['sistema', 'sistema', 'sistemy', 'sistemy', 'sistemami']","{'sistema': 0.4, 'sistemy': 0.4, 'sistemami': 0.2}",sistema
5729,situat.,['situationen'],{'situationen': 1.0},situationen
5730,sitzungsber.,"['sitzungsberichte', 'sitzungsberichte', 'sitzungsberichte']",{'sitzungsberichte': 1.0},sitzungsberichte
5731,sixt,['sixteenth'],{'sixteenth': 1.0},sixteenth
5732,sixth-gener.,['sixth-generation'],{'sixth-generation': 1.0},sixth-generation
5733,sj,['saalburg-jahrbuch'],{'saalburg-jahrbuch': 1.0},saalburg-jahrbuch
5734,sjukskot,['sjukskoterskor'],{'sjukskoterskor': 1.0},sjukskoterskor
5735,sjukskot.,['sjukskoterskor'],{'sjukskoterskor': 1.0},sjukskoterskor
5736,sjukvardspedagog,['sjukvardspedagoger'],{'sjukvardspedagoger': 1.0},sjukvardspedagoger
5737,sjukvardspedagog.,['sjukvardspedagoger'],{'sjukvardspedagoger': 1.0},sjukvardspedagoger
5738,sk.,['skola'],{'skola': 1.0},skola
5739,sklodowska,['sectio'],{'sectio': 1.0},sectio
5740,skr.,"['skripten', 'skripten', 'skripten']",{'skripten': 1.0},skripten
5741,skriftser,['skriftserie'],{'skriftserie': 1.0},skriftserie
5742,skript.,['skripten'],{'skripten': 1.0},skripten
5743,slav,"['slavonic', 'slavonic']",{'slavonic': 1.0},slavonic
5744,slavon,['slavonic'],{'slavonic': 1.0},slavonic
5745,sleep.,['sleep'],{'sleep': 1.0},sleep
5746,slov,"['slovenska', 'slovenska', 'slovene', 'slovansky', 'slovenska', 'slovensky']","{'slovenska': 0.5, 'slovene': 0.16666666666666666, 'slovansky': 0.16666666666666666, 'slovensky': 0.16666666666666666}",slovenska
5747,slov.,"['slovenica', 'slovenska', 'slovenskega', 'slovenska', 'slovenska']","{'slovenica': 0.2, 'slovenska': 0.6, 'slovenskega': 0.2}",slovenska
5748,slovak.,['slovakia'],{'slovakia': 1.0},slovakia
5749,smithson,['smithsonian'],{'smithsonian': 1.0},smithsonian
5750,soc,"['society', 'societatis', 'societatis', 'sociales', 'society', 'social', 'sociali', 'social', 'social', 'society', 'social', 'societe', 'societe', 'societe', 'societe', 'societe', 'society', 'social', 'societes', 'sociale', 'sociales', 'societa', 'sociedad', 'sociedad', 'society', 'social', 'social', 'society', 'society', 'societa', 'society', 'society', 'society', 'social', 'social', 'social', 'society', 'society', 'society', 'society', 'sociedade', 'sociedad', 'sociedad', 'sociedad', 'sociedad', 'sociedad', 'sociedad', 'sociedad', 'sociedad', 'sociedad', 'sociedad', 'sociedad', 'sociedad', 'sociedad', 'sociedad', '-', 'sociale', 'societa', 'societa', 'societa', 'societa', 'societa', 'society', 'social', 'social', 'social', 'societe', 'dental', 'society', 'society', 'society', 'society', 'societes', 'societe', 'societe', 'societe', 'societe', 'societe', 'societe', 'societe', 'societe', 'societe', 'societe', 'societe', 'societe', 'societes', 'societe', 'societe', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'societies', 'society', 'society', 'society', 'society', 'society', 'societe', 'society', 'society', 'dental', 'societe', 'societe', 'societe', 'societe', 'societe', 'societe', 'societat', 'sociaux', 'sociale', 'society', 'society', 'social', 'society', 'society', 'society', 'society', 'sociedad', 'society', 'social', 'society', 'social', 'social', 'society', 'societe', 'society', 'social', 'sociale', 'social', 'social', 'social', 'social', 'social', 'sociedad', 'sociale', 'society', 'society', 'society', 'social', 'social', 'societies', 'societes', 'society', 'society', 'sociale', 'societes', 'social', 'sociales', 'society', 'society', 'social', 'society', 'society', 'society', 'social', 'society', 'societe', 'social', 'social', 'social', 'social', 'society', 'societe', 'society', 'society', 'social', 'society', 'society', 'social', 'social', 'social', 'social', 'social', 'sociology', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'society', 'society', 'society', 'social', 'society', 'society', 'society', 'societe', 'societe', 'societe', 'societe', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'societies', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'society', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society.', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society.', 'society.', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'social', 'society', 'social', 'social', 'society', 'societe', 'society', 'society', 'society', 'society', 'social', 'sociedade', 'society', 'society', 'society', 'society', 'society', 'socialista', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'social', 'society', 'social', 'social', 'social', 'society', 'social', 'social', 'society', 'societies', 'society', 'sociale', '-', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'social', 'society', 'sociale', 'sociale', 'society', 'social', 'social', 'social', 'social', 'sociedad', 'sociedade', 'sociedade', 'social', 'sociedad', 'sociedad', 'sociedad', 'sociedad', 'sociedad', 'sociedad', 'sociedad', 'social', 'social', 'sociales', 'social', 'sociedad', 'sociale', 'sociale', 'sociale', 'sociale', 'societe', 'societe', 'societe', 'sociales', 'sociale', 'sociales', 'sociales', 'society', 'social', 'sociedad', 'society', 'society', 'social', 'social', 'social', 'society', 'sociales', 'society', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'sociale', 'societa', 'societes', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'societes', 'social', 'society', 'social', 'sociology', 'society', 'society', 'social', 'social', 'societies', 'society', 'society', 'society', 'social', 'society', 'society', 'society', 'social', 'social', 'social', 'social', 'social', 'social', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'social', 'society', 'society', 'society', 'social', 'social', 'social', 'social', 'social', 'society', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'social', 'society', 'social', 'society', 'society', 'society', 'social', 'society', 'social', 'social', 'social', 'social', 'social', 'society', 'society', 'society', 'social', 'society', 'society', 'society', 'sociale', 'sociale', 'sociale', 'sociale', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'societies', 'society', 'society', 'societe', 'social', 'social', 'society', 'society', 'society', 'society']","{'society': 0.43029259896729777, 'societatis': 0.0034423407917383822, 'sociales': 0.013769363166953529, 'social': 0.33907056798623064, 'sociali': 0.0017211703958691911, 'societe': 0.06712564543889846, 'societes': 0.012048192771084338, 'sociale': 0.03270223752151463, 'societa': 0.013769363166953529, 'sociedad': 0.04819277108433735, 'sociedade': 0.0068846815834767644, '-': 0.0034423407917383822, 'dental': 0.0034423407917383822, 'societies': 0.010327022375215147, 'societat': 0.0017211703958691911, 'sociaux': 0.0017211703958691911, 'sociology': 0.0034423407917383822, 'society.': 0.0051635111876075735, 'socialista': 0.0017211703958691911}",society
5751,soc.,"['society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'sociedad', 'society', 'society', 'social', 'society', 'society', 'society', 'society', 'society', 'society', 'sociedade', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'société', 'société', 'societat', 'society', 'societatis', 'society', 'society', 'sociedad', 'social', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'social', 'society', 'society', 'society', 'society', 'sociedad', 'society', 'society', 'cimento', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'social', 'society', 'society', 'society', 'societatis', 'société', 'société', 'society', 'societatis', 'society', 'societe', 'sociedad', 'sociedad', 'società', 'società', 'society', 'society', 'société', 'societe', 'societe', 'societe', 'société', 'société', 'société', 'société', 'société', 'société', 'société', 'société', 'société', 'société', 'societes', 'society', 'society', 'society', 'society', 'societies', 'society', 'society', 'society', 'society', 'society', 'societa', 'societe', 'societe', 'societe', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'société', 'societa', 'societa', 'societa', 'societa', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'sociedad', 'society', 'society', 'society', 'società', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'societatis', 'social', 'societe', 'societe', 'social', 'society', 'societa', 'society', 'society', 'society', 'society', 'society', 'sociedad', 'sociedad', 'sociedad', 'societa', 'societa', 'societa', 'social', 'social', 'social', 'societe', 'societe', 'societe', 'societe', 'societe', 'societe', 'societe', 'societe', 'societes', 'societe', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'societies', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'societe', 'societe', 'society', 'society', 'society', 'society', 'sociale', 'society', 'society', 'society', 'social', 'society', 'social', 'social', 'society', 'society', 'social', 'societe', 'social', 'social', 'social', 'social', 'social', 'society', 'social', 'social', 'social', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'social', 'sociedade', 'sociedad', 'sociedad', 'sociedad', 'sociale', 'sociale', 'sociale', 'society', 'society', 'society', 'social', 'social', 'society', 'society', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'social', 'society', 'society', 'society', 'society', 'society', 'society', 'sociale', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'societies', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'social', 'society', 'social', 'journal', 'sociedade', 'societe', 'societe', 'society', 'society.', 'society', 'society', 'society', 'society', 'societat', 'bulletin', 'social', 'society', 'social', 'social', 'social', 'society.', 'social', 'society', 'society', 'society', 'society', 'society.', 'society.', 'society', 'society', 'society', 'society', 'society.', 'society.', 'society', 'communications', 'sociedad', 'society', 'social', 'society.', 'societa.', 'sociedad', 'social', 'society', 'society', 'society', 'society.', 'society', 'society', 'society', 'social', 'social', 'social', 'societies', 'society', 'society.', 'social', 'society.', 'society', 'social', 'royal', 'royal', 'society', 'sociedad', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'sociaux', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'society', 'societies', 'society', 'society', 'sociology', 'social', 'society', 'society', 'society', 'society', 'society', 'social', 'social', 'social', 'society', 'society', 'society', 'society', 'society']","{'society': 0.7389312977099237, 'sociedad': 0.022900763358778626, 'social': 0.09923664122137404, 'sociedade': 0.004580152671755725, 'société': 0.024427480916030534, 'societat': 0.0030534351145038168, 'societatis': 0.0061068702290076335, 'cimento': 0.0015267175572519084, 'societe': 0.035114503816793895, 'società': 0.004580152671755725, 'societes': 0.0030534351145038168, 'societies': 0.007633587786259542, 'societa': 0.013740458015267175, 'sociale': 0.007633587786259542, 'journal': 0.0015267175572519084, 'society.': 0.015267175572519083, 'bulletin': 0.0015267175572519084, 'communications': 0.0015267175572519084, 'societa.': 0.0015267175572519084, 'royal': 0.0030534351145038168, 'sociaux': 0.0015267175572519084, 'sociology': 0.0015267175572519084}",society
5752,social,"['socialista', 'socialist', 'socialization', 'socialist', 'socialist', 'socialist']","{'socialista': 0.16666666666666666, 'socialist': 0.6666666666666666, 'socialization': 0.16666666666666666}",socialist
5753,social.,['sociali'],{'sociali': 1.0},sociali
5754,socialmed,['socialmedicinsk'],{'socialmedicinsk': 1.0},socialmedicinsk
5755,sociobiol,"['sociobiology', 'sociobiology']",{'sociobiology': 1.0},sociobiology
5756,sociobiol.,"['sociobiology', 'sociobiology']",{'sociobiology': 1.0},sociobiology
5757,sociodent,['socio-dental'],{'socio-dental': 1.0},socio-dental
5758,sociodent.,['socio-dental'],{'socio-dental': 1.0},socio-dental
5759,socioecon,"['socio-economic', 'socioeconomic']","{'socio-economic': 0.5, 'socioeconomic': 0.5}",socio-economic
5760,socioecon.,"['socio-economic', 'socioeconomic']","{'socio-economic': 0.5, 'socioeconomic': 0.5}",socio-economic
5761,sociogr,['sociographiques'],{'sociographiques': 1.0},sociographiques
5762,sociol,"['sociologica', 'sociology', 'sociology', 'sociology', 'sociological', 'sociology', 'sociology', 'sociology', 'sociologique', 'sociologique', 'sociologie', 'sociologist', 'sociology', 'sociology', 'sociology', 'sociological', 'sociological', 'sociological', 'sociology', 'sociology', 'sociology', 'sociological', 'sociology', 'sociology', 'sociology', 'sociology', 'sociology', 'sociology', 'sociology', 'sociology', 'sociologica', 'sociology', 'sociology', 'sociological', 'sociological', 'sociology', 'sociologia', 'sociology', 'sociology', 'sociology', 'sociologia', 'sociologie', 'sociologie', 'sociology', 'sociologia', 'sociologia', 'sociologia', 'sociologia', 'sociological', 'sociological', 'sociological', 'sociological', 'sociological', 'sociological', 'sociological', 'sociological', 'sociological', 'sociological', 'sociologicky', 'sociologie', 'sociologie', 'sociologija', 'sociologische', 'sociology', 'sociology', 'sociology', 'sociology', 'sociology', 'sociology', 'sociological', 'sociologia', 'sociology', 'sociology', 'sociologist', 'sociology', 'sociology', 'sociology', 'sociology', 'sociological', 'sociology', 'sociological', 'sociological', 'sociologist', 'sociologie', 'sociology', 'sociological']","{'sociologica': 0.023255813953488372, 'sociology': 0.47674418604651164, 'sociological': 0.2558139534883721, 'sociologique': 0.023255813953488372, 'sociologie': 0.06976744186046512, 'sociologist': 0.03488372093023256, 'sociologia': 0.08139534883720931, 'sociologicky': 0.011627906976744186, 'sociologija': 0.011627906976744186, 'sociologische': 0.011627906976744186}",sociology
5763,sociol.,"['sociologia', 'sociological', 'sociology', 'sociological', 'sociology', 'sociologie', 'sociology', 'sociological', 'sociological', 'sociology', 'sociology', 'sociological', 'sociology', 'sociologica', 'sociology', 'sociology', 'sociology', 'sociologie', 'sociology', 'sociology', 'sociologie', 'sociology', 'sociology', 'sociological', 'sociology', 'sociology', 'sociology', 'sociology', 'sociology', 'sociologie', 'sociology', 'sociologia', 'sociological', 'sociological', 'sociological', 'sociological', 'sociological', 'sociological', 'sociological', 'sociological', 'sociologisk', 'sociology', 'sociology', 'sociology', 'sociology']","{'sociologia': 0.044444444444444446, 'sociological': 0.3111111111111111, 'sociology': 0.5111111111111111, 'sociologie': 0.08888888888888889, 'sociologica': 0.022222222222222223, 'sociologisk': 0.022222222222222223}",sociology
5764,sociol.-cahiers,['sociology-cahiers'],{'sociology-cahiers': 1.0},sociology-cahiers
5765,sociol.],['sociology'],{'sociology': 1.0},sociology
5766,sociol],['sociology'],{'sociology': 1.0},sociology
5767,sociom,['sociometry'],{'sociometry': 1.0},sociometry
5768,sociomed,"['socio-medica', 'socio-medica']",{'socio-medica': 1.0},socio-medica
5769,sociomed.,"['socio-medica', 'socio-medica']",{'socio-medica': 1.0},socio-medica
5770,soedin,['soedinenii'],{'soedinenii': 1.0},soedinenii
5771,soedin.,"['soedinenii', 'soedinenii', 'soedineniya', 'soedineniya', 'soedineniya']","{'soedinenii': 0.4, 'soedineniya': 0.6}",soedineniya
5772,sofia,['sofiy'],{'sofiy': 1.0},sofiy
5773,sofiia,"['institut', 'institut', 'stomatology', 'institut', 'institut']","{'institut': 0.8, 'stomatology': 0.2}",institut
5774,softw,"['software', 'software']",{'software': 1.0},software
5775,softw.,"['software', 'software', 'software', 'software', 'software', 'software', 'software', 'software', 'software', 'software', 'software', 'software', 'software', 'software', 'software']",{'software': 1.0},software
5776,soins,"['soins.', 'soins.', 'soins.', 'soins.', 'soins.', 'soins.', 'soins.', 'soins.', 'soins.', 'soins.']",{'soins.': 1.0},soins.
5777,sol.,"['solar', 'solar', 'solar', 'solar', 'solar', 'solar', 'solar', 'solar', 'solar', 'solar', 'solar']",{'solar': 1.0},solar
5778,solid,['-'],{'-': 1.0},-
5779,solids,['a/solids'],{'a/solids': 1.0},a/solids
5780,soliton,['solitons'],{'solitons': 1.0},solitons
5781,solut,"['solutions', 'solutions', 'solutions', 'solutions']",{'solutions': 1.0},solutions
5782,solut.,['solutions'],{'solutions': 1.0},solutions
5783,somat,['somatic'],{'somatic': 1.0},somatic
5784,somat.,['somatic'],{'somatic': 1.0},somatic
5785,somatosens,"['somatosensory', 'somatosensory']",{'somatosensory': 1.0},somatosensory
5786,somatosens.,"['somatosensory', 'somatosensory']",{'somatosensory': 1.0},somatosensory
5787,sonderb,['sonderbande'],{'sonderbande': 1.0},sonderbande
5788,sonderb.,"['sonderband', 'sonderbande']","{'sonderband': 0.5, 'sonderbande': 0.5}",sonderband
5789,sonderh,['sonderheft'],{'sonderheft': 1.0},sonderheft
5790,sonderh.,['sonderheft'],{'sonderheft': 1.0},sonderheft
5791,sonochem,['sonochemistry'],{'sonochemistry': 1.0},sonochemistry
5792,sonochem.,['sonochemistry'],{'sonochemistry': 1.0},sonochemistry
5793,soobshch.,['\\cyr'],{'\\cyr': 1.0},\cyr
5794,sotahist,['sotahistoriallinen'],{'sotahistoriallinen': 1.0},sotahistoriallinen
5795,sotilaslaak,['sotilaslaaketieteellinen'],{'sotilaslaaketieteellinen': 1.0},sotilaslaaketieteellinen
5796,sotilaslaak.,['sotilaslaaketieteellinen'],{'sotilaslaaketieteellinen': 1.0},sotilaslaaketieteellinen
5797,sots.,"['sotsialisticheskoi', 'sotsialisticheskikh']","{'sotsialisticheskoi': 0.5, 'sotsialisticheskikh': 0.5}",sotsialisticheskoi
5798,sotsiol,['sotsiologicheskie'],{'sotsiologicheskie': 1.0},sotsiologicheskie
5799,soud.,['soudni'],{'soudni': 1.0},soudni
5800,source,['sources'],{'sources': 1.0},sources
5801,south,"['southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'american', 'southern', 'southern']","{'southern': 0.967741935483871, 'american': 0.03225806451612903}",southern
5802,south.,"['southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern', 'southern']",{'southern': 1.0},southern
5803,southampt,['southampton'],{'southampton': 1.0},southampton
5804,southeast,"['southeastern', 'american']","{'southeastern': 0.5, 'american': 0.5}",southeastern
5805,southeast.,"['southeastern', 'southeastern']",{'southeastern': 1.0},southeastern
5806,southwest,"['southwestern', 'southwestern', 'southwestern', 'southwestern', 'south-west', 'southwestern', 'southwestern']","{'southwestern': 0.8571428571428571, 'south-west': 0.14285714285714285}",southwestern
5807,southwest.,"['southwestern', 'southwestern']",{'southwestern': 1.0},southwestern
5808,sov,"['sovet', 'soviet', 'sovetskoi', 'soviet', 'soviet', 'soviet', 'sovetskaia', 'sovetskii', 'sovetskoe', 'sovetskoe', 'soviet', 'soviet', 'soviet', 'soviet', 'soviet', 'soviet', 'soviet', 'soviet', 'soviet', 'soviet', 'soviet', 'soviet', 'soviet', 'soviet', 'soviet']","{'sovet': 0.04, 'soviet': 0.76, 'sovetskoi': 0.04, 'sovetskaia': 0.04, 'sovetskii': 0.04, 'sovetskoe': 0.08}",soviet
5809,sov.,"['soviet', 'soviet', 'sovetskaia', 'sovetskoe', 'sovetskoe', 'soviet', 'soviet', 'soviet']","{'soviet': 0.625, 'sovetskaia': 0.125, 'sovetskoe': 0.25}",soviet
