,abbrev,full,freq,most_freq
6230,Rhod,"['Rhodesia', 'Rhodesian', 'Rhodesia']","{'Rhodesia': 0.6666666666666666, 'Rhodesian': 0.3333333333333333}",Rhodesia
6231,Rhod.,"['Rhodesia', 'Rhodesian', 'Rhodesia']","{'Rhodesia': 0.6666666666666666, 'Rhodesian': 0.3333333333333333}",Rhodesia
6232,Rhodan,['rhodanien'],{'rhodanien': 1.0},rhodanien
6233,Rhumatol,"['rhumatologica', 'rhumatologica']",{'rhumatologica': 1.0},rhumatologica
6234,Rhumatol.,"['Rhumatologica', 'Rhumatologica']",{'Rhumatologica': 1.0},Rhumatologica
6235,Rhythm,['rhythm'],{'rhythm': 1.0},rhythm
6236,Rhythms,"['rhythms', 'rhythms']",{'rhythms': 1.0},rhythms
6237,Ri,['ri'],{'ri': 1.0},ri
6238,Rianim,['rianimazione'],{'rianimazione': 1.0},rianimazione
6239,Ribeiro,"['Ribeirao', 'Ribeirao', 'Ribeirao']",{'Ribeirao': 1.0},Ribeirao
6240,Ribeiro.,['Ribeirao'],{'Ribeirao': 1.0},Ribeirao
6241,Ric,"['Ricerca', 'La']","{'Ricerca': 0.5, 'La': 0.5}",Ricerca
6242,Ric.,"['Ricerca', 'Ricerca', 'Ricerca', 'Ricerche']","{'Ricerca': 0.75, 'Ricerche': 0.25}",Ricerca
6243,Richmond,['Richmond.'],{'Richmond.': 1.0},Richmond.
6244,Rights,"['rights', 'rights', 'rights', 'rights', 'rights', 'rights', 'rights', 'rights', 'rights', 'rights', 'rights', 'rights', 'rights']",{'rights': 1.0},rights
6245,Rights-Civil,['rights-civil'],{'rights-civil': 1.0},rights-civil
6246,Rinol,"['rinologia', 'rinologia', 'rinologia', 'rinologia', 'rinologia']",{'rinologia': 1.0},rinologia
6247,Rinol.,"['Rinologia', 'Rinologia', 'Rinologia', 'Rinologia', 'Rinologia']",{'Rinologia': 1.0},Rinologia
6248,Risk,"['risk', 'risk', 'risk', 'risk', 'risk', 'risk', 'risk', 'risk']",{'risk': 1.0},risk
6249,Riv,"['Rivista', 'rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista']","{'Rivista': 0.9807692307692307, 'rivista': 0.019230769230769232}",Rivista
6250,Riv.,"['Internazionale', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Rivista', 'Internazionale']","{'Internazionale': 0.06666666666666667, 'Rivista': 0.9333333333333333}",Rivista
6251,Rnformation,"['RNformation', 'RNformation']",{'RNformation': 1.0},RNformation
6252,Rob,"['Robotics', 'robot']","{'Robotics': 0.5, 'robot': 0.5}",Robotics
6253,Rob.,"['Robotics', 'Robotics', 'Robotics', 'Robotic', 'Robotics', 'Robotics', 'Robotics', 'Robotics', 'Robotics', 'Robotic', 'Robotics', 'Robotics']","{'Robotics': 0.8333333333333334, 'Robotic': 0.16666666666666666}",Robotics
6254,Robot,"['robotic', 'Robotics']","{'robotic': 0.5, 'Robotics': 0.5}",robotic
6255,Robot.,"['Robotics', 'Robotics', 'Robotics', 'Robotics', 'Robotics', 'Robotics', 'Robotics', 'Robotics', 'Robotics', 'Robotics', 'Robotics', 'Robotics', 'Robotics', 'Robotics', 'Robotics']",{'Robotics': 1.0},Robotics
6256,Robotic.,['Robotics'],{'Robotics': 1.0},Robotics
6257,Robototekhn.,['Robototekhnika'],{'Robototekhnika': 1.0},Robototekhnika
6258,Robots,['robots'],{'robots': 1.0},robots
6259,Roche,"['""""Roche.""""""']","{'""""Roche.""""""': 1.0}","""""Roche."""""""
6260,Rockets,['rockets'],{'rockets': 1.0},rockets
6261,Rocz,"['Roczniki', 'Roczniki']",{'Roczniki': 1.0},Roczniki
6262,Rocz.,['Roczniki'],{'Roczniki': 1.0},Roczniki
6263,Rodziny,['rodziny'],{'rodziny': 1.0},rodziny
6264,Roentgenol,"['roentgenology', 'roentgenology', 'roentgenology']",{'roentgenology': 1.0},roentgenology
6265,Roentgenol.,"['Roentgenology', 'Roentgenology', 'Roentgenology', 'Roentgenology']",{'Roentgenology': 1.0},Roentgenology
6266,Roles,['roles'],{'roles': 1.0},roles
6267,Rom,"['romana', 'romana', 'romanes', 'Romanian', 'Romanian', 'Romanian', 'Romische', 'romaneasca']","{'romana': 0.25, 'romanes': 0.125, 'Romanian': 0.375, 'Romische': 0.125, 'romaneasca': 0.125}",Romanian
6268,Rom.,"['Romana', 'Romania', 'Romanian', 'Romanian', 'Romanian', 'Romanian', 'Romanian', 'Romanian', 'Romanian', 'Romanian', 'Romanian', 'Romanian', 'Romanian', 'Romanian', 'Romanian']","{'Romana': 0.06666666666666667, 'Romania': 0.06666666666666667, 'Romanian': 0.8666666666666667}",Romanian
6269,Roma,"['gemellologiae', 'navale', 'stomatologia', 'nutrition', 'Gemellologiae', 'Navale', 'Stomatologia', 'Nutrition', 'Sport']","{'gemellologiae': 0.1111111111111111, 'navale': 0.1111111111111111, 'stomatologia': 0.1111111111111111, 'nutrition': 0.1111111111111111, 'Gemellologiae': 0.1111111111111111, 'Navale': 0.1111111111111111, 'Stomatologia': 0.1111111111111111, 'Nutrition': 0.1111111111111111, 'Sport': 0.1111111111111111}",gemellologiae
6270,Roman,['Romance'],{'Romance': 1.0},Romance
6271,Romanticism,['romanticism'],{'romanticism': 1.0},romanticism
6272,Romanzo,['romanzo'],{'romanzo': 1.0},romanzo
6273,Rome,"['2006', 'Rome.', 'Chimica']","{'2006': 0.3333333333333333, 'Rome.': 0.3333333333333333, 'Chimica': 0.3333333333333333}",2006
6274,Romeins,['hedendaagse'],{'hedendaagse': 1.0},hedendaagse
6275,Ronshu,['ronshu'],{'ronshu': 1.0},ronshu
6276,Rontgen,['Rontgen-'],{'Rontgen-': 1.0},Rontgen-
6277,Rontgenblatter.,['Rontgen-Blatter'],{'Rontgen-Blatter': 1.0},Rontgen-Blatter
6278,Room,"['room', 'room']",{'room': 1.0},room
6279,Ros,['Rosario'],{'Rosario': 1.0},Rosario
6280,Ros.,['Rosario'],{'Rosario': 1.0},Rosario
6281,Rosario,"['cirugia', 'Cirugia']","{'cirugia': 0.5, 'Cirugia': 0.5}",cirugia
6282,Rose,['rose'],{'rose': 1.0},rose
6283,Ross.,"['Rossiiskoi', 'Rossiiskii', 'Rossiiskii', 'Rossiiskii', 'Rossiiskoi', 'Rossiiskoi', 'Rossiiskoi', 'Akademiya', 'Akademiya']","{'Rossiiskoi': 0.4444444444444444, 'Rossiiskii': 0.3333333333333333, 'Akademiya': 0.2222222222222222}",Rossiiskoi
6284,Rostock.,['Rostocker'],{'Rostocker': 1.0},Rostocker
6285,Roum,"['roumaine', 'roumaine', 'roumaine', 'roumaine', 'roumaine', 'roumaine', 'roumaine', 'roumaine', 'roumaine', 'Roumanian']","{'roumaine': 0.9, 'Roumanian': 0.1}",roumaine
6286,Roum.,"['Roumaine', 'Roumaine', 'Roumaine', 'Roumaine', 'Roumaine', 'Roumaine', 'Roumaine', 'Roumaine', 'Roumaine', 'Roumaine', 'Roumaine', 'Roumanian', 'Roumaine']","{'Roumaine': 0.9230769230769231, 'Roumanian': 0.07692307692307693}",Roumaine
6287,Rounds,"['rounds', 'rounds', 'rounds']",{'rounds': 1.0},rounds
6288,Roundup,['roundup'],{'roundup': 1.0},roundup
6289,Roux,['Fundacion'],{'Fundacion': 1.0},Fundacion
6290,Roux.,['Fundacion'],{'Fundacion': 1.0},Fundacion
6291,Roy.,"['of', 'of', 'of', 'Royal', 'the', 'Royal', 'Royal']","{'of': 0.42857142857142855, 'Royal': 0.42857142857142855, 'the': 0.14285714285714285}",of
6292,Rozpr,['Rozprawy'],{'Rozprawy': 1.0},Rozprawy
6293,Rozpr.,"['Rozprawy', 'Rozprawy']",{'Rozprawy': 1.0},Rozprawy
6294,Rozwoj,"['rozwojowego', 'rozwojowego']",{'rozwojowego': 1.0},rozwojowego
6295,Rozwoj.,"['Rozwojowego', 'Rozwojowego']",{'Rozwojowego': 1.0},Rozwojowego
6296,Rs,['research'],{'research': 1.0},research
6297,Ruchu,"['ruchu', 'ruchu']",{'ruchu': 1.0},ruchu
6298,Rudolstaedter,['Rudolstadter'],{'Rudolstadter': 1.0},Rudolstadter
6299,Rules,['rules'],{'rules': 1.0},rules
6300,Rum,['Rumanian'],{'Rumanian': 1.0},Rumanian
6301,Rum.,['Rumanian'],{'Rumanian': 1.0},Rumanian
6302,Rundsch,"['Rundschau', 'Rundschau', 'Rundschau', 'Rundschau', 'Rundschau', 'Rundschau']",{'Rundschau': 1.0},Rundschau
6303,Rundsch.,"['Rundschau', 'Rundschau', 'Rundschau', 'Rundschau', 'Rundschau', 'Rundschau', 'Rundschau', 'Rundschau']",{'Rundschau': 1.0},Rundschau
6304,Rural,"['rural', 'rural', 'rural', 'rural', 'rural', 'Ruralis']","{'rural': 0.8333333333333334, 'Ruralis': 0.16666666666666666}",rural
6305,Rurales,"['rurales', 'rurales']",{'rurales': 1.0},rurales
6306,Ruralis,['ruralis'],{'ruralis': 1.0},ruralis
6307,Russ,"['Russian', 'Russian', 'Russian']",{'Russian': 1.0},Russian
6308,Russ.,"['Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russion', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russia', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian', 'Russian']","{'Russian': 0.9444444444444444, 'Russion': 0.027777777777777776, 'Russia': 0.027777777777777776}",Russian
6309,Rwandaises,['rwandaises'],{'rwandaises': 1.0},rwandaises
6310,S,"['States.', 'States.', 'South', 'Scotia', 'School', 'South', 'South', 'South', 'South', 'South', 'South', 'South', 'South', 'South', 'South', 'South', 'South', 'South', 'South', 'South', 'South', 'States.', 'States.', 'Scotia', 'South', 'South', 'South', 'States.', 'South', 'States', 'States', 'States', 'States']","{'States.': 0.15151515151515152, 'South': 0.6363636363636364, 'Scotia': 0.06060606060606061, 'School': 0.030303030303030304, 'States': 0.12121212121212122}",South
6311,S.,"['States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'South', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'States', 'South', 'South', 'Scotia', 'States', 'States', 'São', 'South', 'South', 'South', 'South', 'South', 'South', 'South', 'South', 'South', 'South', 'imeni', 'S.S.', 'Serie', 'Serie', 'Serie', 'Series', 'South', 'South', 'South', 'South', 'South', 'South']","{'States': 0.6301369863013698, 'South': 0.2602739726027397, 'Scotia': 0.0136986301369863, 'São': 0.0136986301369863, 'imeni': 0.0136986301369863, 'S.S.': 0.0136986301369863, 'Serie': 0.0410958904109589, 'Series': 0.0136986301369863}",States
6312,S.-Peterb.,['Sankt-Peterburgskogo'],{'Sankt-Peterburgskogo': 1.0},Sankt-Peterburgskogo
6313,S.-Peterburg.,['Sankt-Peterburgskogo'],{'Sankt-Peterburgskogo': 1.0},Sankt-Peterburgskogo
6314,SAFE,['Safe'],{'Safe': 1.0},Safe
6315,SAMTDR,['SAM-TDR.'],{'SAM-TDR.': 1.0},SAM-TDR.
6316,SCADA,['Scada'],{'Scada': 1.0},Scada
6317,SCHA,['Scha'],{'Scha': 1.0},Scha
6318,SCNA,['Scna'],{'Scna': 1.0},Scna
6319,SDA,['Sda'],{'Sda': 1.0},Sda
6320,SFSR,['S.F.S.R.'],{'S.F.S.R.': 1.0},S.F.S.R.
6321,SGU-Bull.,['SGU-Bulletin'],{'SGU-Bulletin': 1.0},SGU-Bulletin
6322,SHSTF,['Shstf'],{'Shstf': 1.0},Shstf
6323,SIGMA,['SIGMA.'],{'SIGMA.': 1.0},SIGMA.
6324,SJ,['Saalburg-Jahrbuch'],{'Saalburg-Jahrbuch': 1.0},Saalburg-Jahrbuch
6325,SPIE,['Proceedings'],{'Proceedings': 1.0},Proceedings
6326,SSR,"['Azerbaidzhana', 'Kazakhstan']","{'Azerbaidzhana': 0.5, 'Kazakhstan': 0.5}",Azerbaidzhana
6327,SSSR,"['SSSR.', 'SSSR.']",{'SSSR.': 1.0},SSSR.
6328,SSSR.,['SSSR'],{'SSSR': 1.0},SSSR
6329,ST,['St.'],{'St.': 1.0},St.
6330,STD,['of'],{'of': 1.0},of
6331,STDS,"['STDs', 'STDs']",{'STDs': 1.0},STDs
6332,Saarl,['Saarlandisches'],{'Saarlandisches': 1.0},Saarlandisches
6333,Sachs.,['Sachsischen'],{'Sachsischen': 1.0},Sachsischen
6334,Sachverstand,['Sachverstandige'],{'Sachverstandige': 1.0},Sachverstandige
6335,Sacra,['sacra'],{'sacra': 1.0},sacra
6336,Sadowej,['sadowej'],{'sadowej': 1.0},sadowej
6337,Saf,"['safety', 'safety', 'safety.', 'safety', 'safety', 'safety', 'safety', 'safety', 'safety', 'safety', 'safety', 'safety', 'safety', 'safety', 'safety', 'safety', 'safety']","{'safety': 0.9411764705882353, 'safety.': 0.058823529411764705}",safety
6338,Saf.,"['Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety.', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safetyu', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety', 'Safety']","{'Safety': 0.9411764705882353, 'Safety.': 0.029411764705882353, 'Safetyu': 0.029411764705882353}",Safety
6339,Safety,['safety'],{'safety': 1.0},safety
6340,Sahoe,['sahoe'],{'sahoe': 1.0},sahoe
6341,Sairaanh,['Sairaanhoidon'],{'Sairaanhoidon': 1.0},Sairaanhoidon
6342,Sairaanh.,['Sairaanhoidon'],{'Sairaanhoidon': 1.0},Sairaanhoidon
6343,Sallsk,"['sallskapets', 'sallskapets']",{'sallskapets': 1.0},sallskapets
6344,Salmanticensia,['Salmanticensia.'],{'Salmanticensia.': 1.0},Salmanticensia.
6345,Salubr,['Salubridad'],{'Salubridad': 1.0},Salubridad
6346,Salubr.,['Salubridad'],{'Salubridad': 1.0},Salubridad
6347,Salud,"['salud', 'salud', 'salud', 'salud', 'salud']",{'salud': 1.0},salud
6348,Salv,['Salvador'],{'Salvador': 1.0},Salvador
6349,Salv.,['Salvador'],{'Salvador': 1.0},Salvador
6350,Samar.,['Samarskogo'],{'Samarskogo': 1.0},Samarskogo
6351,Samf,['samfundet'],{'samfundet': 1.0},samfundet
6352,Samf.,['Samfundet'],{'Samfundet': 1.0},Samfundet
6353,Samfunnsforsk,['samfunnsforskning'],{'samfunnsforskning': 1.0},samfunnsforskning
6354,Samiska,['Samiksa'],{'Samiksa': 1.0},Samiksa
6355,Saml,['samlinger'],{'samlinger': 1.0},samlinger
6356,Sammelbl,['Sammelblatter'],{'Sammelblatter': 1.0},Sammelblatter
6357,Sanat.,['Sanatorio'],{'Sanatorio': 1.0},Sanatorio
6358,Sang,['sanguinis'],{'sanguinis': 1.0},sanguinis
6359,Sang.,['Sanguinis'],{'Sanguinis': 1.0},Sanguinis
6360,Sanid,"['sanidad', 'sanidad', 'sanidad', 'sanidad']",{'sanidad': 1.0},sanidad
6361,Sanid.,['Sanidad'],{'Sanidad': 1.0},Sanidad
6362,Sanit,"['sanitario', 'sanitaria', 'Sanitaria', 'Sanitaria', 'sanitaria', 'sanitariia', 'sanitaire', 'sanitario', 'sanitara', 'sanitation', 'sanitaria', 'sanitaires']","{'sanitario': 0.16666666666666666, 'sanitaria': 0.25, 'Sanitaria': 0.16666666666666666, 'sanitariia': 0.08333333333333333, 'sanitaire': 0.08333333333333333, 'sanitara': 0.08333333333333333, 'sanitation': 0.08333333333333333, 'sanitaires': 0.08333333333333333}",sanitaria
6363,Sanit.,"['Sanitariya', 'Sanitaria', 'Sanitaria', 'Sanitaria', 'Sanitaria', 'Sanitaria', 'Sanitariia', 'Sanitara', 'Sanitation', 'Sanitaire', 'Sanitaria']","{'Sanitariya': 0.09090909090909091, 'Sanitaria': 0.5454545454545454, 'Sanitariia': 0.09090909090909091, 'Sanitara': 0.09090909090909091, 'Sanitation': 0.09090909090909091, 'Sanitaire': 0.09090909090909091}",Sanitaria
6364,Sanita,"['sanita', 'sanita', 'sanita', 'sanita']",{'sanita': 1.0},sanita
6365,Sanitarnogig,['sanitarno-gigienicheskogo'],{'sanitarno-gigienicheskogo': 1.0},sanitarno-gigienicheskogo
6366,Sanitatsverwalt,['Sanitatsverwaltung'],{'Sanitatsverwaltung': 1.0},Sanitatsverwaltung
6367,Sante,"['La', 'sante', 'sante', 'sante']","{'La': 0.25, 'sante': 0.75}",sante
6368,Santiago,['Farmacia'],{'Farmacia': 1.0},Farmacia
6369,Sao,"['Faculdade', 'e', 'e']","{'Faculdade': 0.3333333333333333, 'e': 0.6666666666666666}",e
6370,Sapere,['del'],{'del': 1.0},del
6371,Sapiens,"['sapiens""""""']","{'sapiens""""""': 1.0}","sapiens"""""""
6372,Sarav,['Saraviensis.'],{'Saraviensis.': 1.0},Saraviensis.
6373,Sarav.,['Saraviensis.'],{'Saraviensis.': 1.0},Saraviensis.
6374,Sarda,['sarda'],{'sarda': 1.0},sarda
6375,SarkSt,['Sarkophag-Studien'],{'Sarkophag-Studien': 1.0},Sarkophag-Studien
6376,Sask,"['Saskatchewan', 'Saskatchewan']",{'Saskatchewan': 1.0},Saskatchewan
6377,Sassar,['sassaresi'],{'sassaresi': 1.0},sassaresi
6378,Sassar.,['Sassaresi'],{'Sassaresi': 1.0},Sassaresi
6379,Satell.,['Satellite'],{'Satellite': 1.0},Satellite
6380,Satisf.,"['Satisfaction', 'Satisfiability']","{'Satisfaction': 0.5, 'Satisfiability': 0.5}",Satisfaction
6381,Saude,"['saude', 'saude', 'saude', 'saude']",{'saude': 1.0},saude
6382,Sav,['Sight-saving'],{'Sight-saving': 1.0},Sight-saving
6383,Savigny,"['Savigny-Stiftung', 'Savigny-Stiftung']",{'Savigny-Stiftung': 1.0},Savigny-Stiftung
6384,Sb,"['sbornik', 'Sbornik', 'Sbornik', 'sbornik', 'sbornik']","{'sbornik': 0.6, 'Sbornik': 0.4}",sbornik
6385,Sb.,"['Sbornik', 'Sbornik', 'Sbornik:', 'Sbornik', 'Sbornik', 'Sbornik.']","{'Sbornik': 0.6666666666666666, 'Sbornik:': 0.16666666666666666, 'Sbornik.': 0.16666666666666666}",Sbornik
6386,Sbs,['Sbornik'],{'Sbornik': 1.0},Sbornik
6387,Sc,['scuola'],{'scuola': 1.0},scuola
6388,Sc.,"['Scuola', 'Scuola', 'Scuola', 'Scuola', 'Sciences']","{'Scuola': 0.8, 'Sciences': 0.2}",Scuola
6389,Scalpel,['Le'],{'Le': 1.0},Le
6390,Scan,['Scanning'],{'Scanning': 1.0},Scanning
6391,Scan.,['Scanning'],{'Scanning': 1.0},Scanning
6392,Scand,"['Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica.', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian']","{'Scandinavica': 0.23529411764705882, 'Scandinavica.': 0.23529411764705882, 'Scandinavian': 0.5294117647058824}",Scandinavian
6393,Scand.,"['Scandinavica', 'Scandinavian', 'Scandinavian', 'Scandinavica', 'Scandinavica', 'Scandinavica', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica.', 'Scandinavica.', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica', 'Scandinavica.', 'Scandinavica', 'Scandinavica', 'Scandinavica.', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian', 'Scandinavian']","{'Scandinavica': 0.23170731707317074, 'Scandinavian': 0.5853658536585366, 'Scandinavica.': 0.18292682926829268}",Scandinavian
6394,Scanodont,"[""Scan'odont""]","{""Scan'odont"": 1.0}",Scan'odont
6395,Scapel,['Scalpel'],{'Scalpel': 1.0},Scalpel
6396,Sch,"['Scholae', 'of', 'School', 'of', 'scholars', 'Shisetsu', ""scholar's"", 'school', 'State', 'schools', 'School', 'School', 'School', 'School', 'Aviation', 'Scholarly', 'School', 'School', 'School', 'School', 'School', 'school', 'School', 'School', 'School', 'school', 'school', 'School', 'School', 'School', 'Training']","{'Scholae': 0.03225806451612903, 'of': 0.06451612903225806, 'School': 0.5161290322580645, 'scholars': 0.03225806451612903, 'Shisetsu': 0.03225806451612903, ""scholar's"": 0.03225806451612903, 'school': 0.12903225806451613, 'State': 0.03225806451612903, 'schools': 0.03225806451612903, 'Aviation': 0.03225806451612903, 'Scholarly': 0.03225806451612903, 'Training': 0.03225806451612903}",School
6397,Sch.,"['the', 'School', 'Scholae', 'of', 'School', 'School', 'School', 'of', 'School', 'School', 'School', 'School', 'School', 'School', 'School', 'School', 'School', 'Scholarly', 'School', 'Scholarly', 'School']","{'the': 0.047619047619047616, 'School': 0.7142857142857143, 'Scholae': 0.047619047619047616, 'of': 0.09523809523809523, 'Scholarly': 0.09523809523809523}",School
6398,Schadst.,['und'],{'und': 1.0},und
6399,Sched.,['Scheduling'],{'Scheduling': 1.0},Scheduling
6400,Schiffahrtsarch,['Schiffahrtsarchiv'],{'Schiffahrtsarchiv': 1.0},Schiffahrtsarchiv
6401,Schizophr,"['schizophrenia', 'Schizophrenia', 'Schizophrenia']","{'schizophrenia': 0.3333333333333333, 'Schizophrenia': 0.6666666666666666}",Schizophrenia
6402,Schizophr.,"['Schizophrenia', 'Schizophrenia', 'Schizophrenia']",{'Schizophrenia': 1.0},Schizophrenia
6403,Schlesisch,['der'],{'der': 1.0},der
6404,Schlesw.-Holst.,['Schleswig-Holstein'],{'Schleswig-Holstein': 1.0},Schleswig-Holstein
6405,Schmerzther.,['Schmerztherapie'],{'Schmerztherapie': 1.0},Schmerztherapie
6406,Schmiedebergs,"['archives', 'Archiv', 'Archiv', 'Archiv', 'Archiv']","{'archives': 0.2, 'Archiv': 0.8}",Archiv
6407,Schmierungstech.,['Schmierungstechnik'],{'Schmierungstechnik': 1.0},Schmierungstechnik
6408,Scholar,"['scholar', 'scholar']",{'scholar': 1.0},scholar
6409,Scholarsh,['scholarship'],{'scholarship': 1.0},scholarship
6410,Scholarsh.,"['Scholarship', 'Scholarship']",{'Scholarship': 1.0},Scholarship
6411,Scholast,['scholastic'],{'scholastic': 1.0},scholastic
6412,Scholasticae,['scholasticae'],{'scholasticae': 1.0},scholasticae
6413,Scholasticism,['scholasticism'],{'scholasticism': 1.0},scholasticism
6414,Schoolman,['schoolman'],{'schoolman': 1.0},schoolman
6415,Schr,"['Schriften', 'Schriften', 'Schriften', 'Schriften']",{'Schriften': 1.0},Schriften
6416,Schr.,"['Schriften', 'Schriften', 'Schriften', 'Schriften', 'Schriften', 'Schriften', 'Schriften', 'Schriften', 'Schriften', 'Schriften']",{'Schriften': 1.0},Schriften
6417,Schr.reihe,"['Schriftenreihe', 'Schriftenreihe', 'Schriftenreihe', 'Schriftenreihe', 'Schriftenreihe', 'Schriftenreihe', 'Schriftenreihe', 'Schriftenreihe', 'Schriftenreihe', 'Schriftenreihe', 'Schriftenreihe', 'Schriftenreihe']",{'Schriftenreihe': 1.0},Schriftenreihe
6418,Schreinerztg.,['Schreinerzeitung'],{'Schreinerzeitung': 1.0},Schreinerzeitung
6419,Schrift,['Schriften'],{'Schriften': 1.0},Schriften
6420,Schrift.,"['Schriften', 'Schriften', 'Schriften', 'Schriften', 'Schriften']",{'Schriften': 1.0},Schriften
6421,Schriftenr,"['Schriftenreihe', 'Schriftenreihe', 'Schriftenreihe.']","{'Schriftenreihe': 0.6666666666666666, 'Schriftenreihe.': 0.3333333333333333}",Schriftenreihe
6422,Schriftenr.,['Schriftenreihe'],{'Schriftenreihe': 1.0},Schriftenreihe
6423,Schweiss,['Schweiss-'],{'Schweiss-': 1.0},Schweiss-
6424,Schweiz,"['Schweizerischen', 'Medizinische', 'Schweizer', 'Schweizerische', 'Schweizerische', 'Schweizerische']","{'Schweizerischen': 0.16666666666666666, 'Medizinische': 0.16666666666666666, 'Schweizer': 0.16666666666666666, 'Schweizerische': 0.5}",Schweizerische
